FID,Autonum,Ref_CODE,CONTINENT,REGION,WHO_region,ISO_CTRY,ADM0_NAME,ADM0_CODE,ADM1_NAME,ADM1_CODE,ADM2_NAME1,ADM2_NAME2,ADM2_CODE1,ADM2_CODE2,District,ADM_Level,Site_name,Name_Posit,GEORELIABI,Urbanizat,Latitude,Longitude,Cartograph,PoT,Coverage,Trial_Cont,Period,Year_start,Year_end,month,N_rounds,Method_0,Method_1,Method_2,BS_smear,BS_ICT,BS_other,Day_Night,LF_species,Sex,Age_Range,Age_start,Age_end,pop_Mf,np_Mf,prev_Mf,density,mfload_met,popMf_Filt,npMf_Filt,prev_Filt,pop_ICT,np_ICT,prev_ICT,pop_others,np_others,prev_other,prev_high,pop_hydroc,np_hydroc,pop_lymph,np_lymph,pop_clinic,np_clinic,Source_dat,Source_d_1,Source_d_2,Source_d_3,Reference,Notes,Notes_JC,Status,Reviewed,Approval,Occurrence,Source_d_4,Yr_Start,Yr_End,Poverty,Temp,AnnRain,AridityInd,LANDCOV,lnLF,landcov14,landcov2030,landcov4060,landcov110120130,landcov170
149,3435,LF3435NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Nasarawa,65705,Wamba,Wamba,NGP026008000000000000,NGP026008000000000000,Health,Location,Maiganga,Ungwan Maiganga,1,,9,8.55,AFRO,Postintervention,Country,No,after 2000,2005,2005,,5,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,169,5,0.03,0,0,0,0,0,165,34,0.206,0,0,0,0.206,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2005,2005,0.4096782207,26.4,1545,8510,20,-3.506557897,0,1,0,0,0
150,3436,LF3436NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Nasarawa,65705,Wamba,Wamba,NGP026008000000000000,NGP026008000000000000,Health,Location,Maiganga,Ungwan Maiganga,1,,9,8.55,AFRO,Postintervention,Country,No,after 2000,2006,2006,,6,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,126,7,0.056,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2006,2006,0.4096782207,26.4,1545,8510,20,-2.882403588,0,1,0,0,0
151,3437,LF3437NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Nasarawa,65705,Wamba,Wamba,NGP026008000000000000,NGP026008000000000000,Health,Location,Maiganga,Ungwan Maiganga,1,,9,8.55,AFRO,Postintervention,Country,No,after 2000,2007,2007,,7,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,158,1,0.006,0,0,0,0,0,234,45,0.192,0,0,0,0.192,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2007,2007,0.4096782207,26.4,1545,8510,20,-5.11599581,0,1,0,0,0
152,3438,LF3438NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Nasarawa,65705,Wamba,Wamba,NGP026008000000000000,NGP026008000000000000,Health,Location,Maiganga,Ungwan Maiganga,1,,9,8.55,AFRO,Postintervention,Country,No,after 2000,2008,2008,,8,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,109,2,0.018,0,0,0,0,0,109,2,0.018,0,0,0,0.018,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2008,2008,0.4096782207,26.4,1545,8510,20,-4.017383521,0,1,0,0,0
153,3439,LF3439NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Nasarawa,65705,Wamba,Wamba,NGP026008000000000000,NGP026008000000000000,Health,Location,Maiganga,Ungwan Maiganga,1,,9,8.55,AFRO,Postintervention,Country,No,after 2000,2009,2009,,9,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,152,1,0.007,0,0,0,0,0,152,12,0.079,0,0,0,0.079,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2009,2009,0.4096782207,26.4,1545,8510,20,-4.96184513,0,1,0,0,0
154,3440,LF3440NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Plateau,65707,Mikang,Mikang,NGP032017000000000000,NGP032017000000000000,Health,Location,Piapung,Pyapun,2,,9.033333,9.516667,AFRO,Preintervention,No,No,after 2000,2003,2003,,0,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,403,40,0.099,0,0,0,0,0,453,144,0.318,0,0,0,0.318,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2003,2003,0.5293435454,27.4,1190,6302,14,-2.312635429,1,0,0,0,0
155,3441,LF3441NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Plateau,65707,Mikang,Mikang,NGP032017000000000000,NGP032017000000000000,Health,Location,Piapung,Pyapun,2,,9.033333,9.516667,AFRO,Postintervention,Country,No,after 2000,2007,2007,,5,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,187,18,0.096,0,0,0,0,0,312,61,0.196,0,0,0,0.196,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2007,2007,0.5293435454,27.4,1190,6302,14,-2.343407088,1,0,0,0,0
156,3442,LF3442NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Plateau,65707,Mikang,Mikang,NGP032017000000000000,NGP032017000000000000,Health,Location,Piapung,Pyapun,2,,9.033333,9.516667,AFRO,Postintervention,Country,No,after 2000,2009,2009,,7,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,291,6,0.021,0,0,0,0,0,291,22,0.076,0,0,0,0.076,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2009,2009,0.5293435454,27.4,1190,6302,14,-3.863232841,1,0,0,0,0
157,3443,LF3443NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Plateau,65707,Kanke,Kanke,NGP032010000000000000,NGP032010000000000000,Health,Location,Seri,Seri,1,,9.24,9.42,AFRO,Preintervention,No,No,after 2000,2001,2001,,0,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,527,56,0.106,0,0,0,0,0,50,31,0.62,0,0,0,0.62,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2001,2001,0.3795319796,23.8,1203,6909,20,-2.244316185,0,1,0,0,0
158,3444,LF3444NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Plateau,65707,Kanke,Kanke,NGP032010000000000000,NGP032010000000000000,Health,Location,Seri,Seri,1,,9.24,9.42,AFRO,Postintervention,Country,No,after 2000,2005,2005,,5,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,321,5,0.016,0,0,0,0,0,150,20,0.13,0,0,0,0.13,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2005,2005,0.3795319796,23.8,1203,6909,20,-4.135166557,0,1,0,0,0
159,3445,LF3445NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Plateau,65707,Kanke,Kanke,NGP032010000000000000,NGP032010000000000000,Health,Location,Seri,Seri,1,,9.24,9.42,AFRO,Postintervention,Country,No,after 2000,2006,2006,,6,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,157,2,0.013,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2006,2006,0.3795319796,23.8,1203,6909,20,-4.342805922,0,1,0,0,0
160,3446,LF3446NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Plateau,65707,Kanke,Kanke,NGP032010000000000000,NGP032010000000000000,Health,Location,Seri,Seri,1,,9.24,9.42,AFRO,Postintervention,Country,No,after 2000,2007,2007,,7,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,133,1,0.008,0,0,0,0,0,385,87,0.226,0,0,0,0.226,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2007,2007,0.3795319796,23.8,1203,6909,20,-4.828313737,0,1,0,0,0
161,3447,LF3447NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Plateau,65707,Kanke,Kanke,NGP032010000000000000,NGP032010000000000000,Health,Location,Seri,Seri,1,,9.24,9.42,AFRO,Postintervention,Country,No,after 2000,2008,2008,,8,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,110,3,0.027,0,0,0,0,0,110,9,0.082,0,0,0,0.082,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2008,2008,0.3795319796,23.8,1203,6909,20,-3.611918413,0,1,0,0,0
162,3448,LF3448NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Plateau,65707,Kanke,Kanke,NGP032010000000000000,NGP032010000000000000,Health,Location,Seri,Seri,1,,9.24,9.42,AFRO,Postintervention,Country,No,after 2000,2009,2009,,9,SS/Spot,Parasitological/Serological,Blood smear/ICT,60,100,0,Night,Wuchereria bancrofti,M/F,Adults/Children,2,99,258,0,0,0,0,0,0,0,258,27,0.105,0,0,0,0.105,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,,,This data could previously be recorded from WHO report. Revise discrepancies,OK,Yes,Yes,1,NGA0025LF,2009,2009,0.3795319796,23.8,1203,6909,20,0,0,1,0,0,0
163,3449,LF3449NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Ogun,2232,Abeokuta South,Abeokuta South,NGP028003000000000000,NGP028003000000000000,Health,Location,Sowo,Sowo,1,,7.0667,3.4167,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults/Children,0,0,317,54,0.17,4.8,2,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,NGA0021LF,"Ojurongbe et al., 2010",Journal,2010,,,Clinical data are provided at community level and in percentage,OK,Yes,Yes,1,NGA0021LF,0,0,0.3334422112,27,1305,8167,40,-1.771956842,0,0,1,0,0
164,3450,LF3450NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Kaduna,2224,Kachia,Kachia,NGP001013000000000000,NGP001013000000000000,Health,Location,Agunu,Agunu,1,,10.0833,7.8833,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Serological,ICT/ELISA,0,100,0,Day,Wuchereria bancrofti,M/F,Adults/Children,5,70,0,0,0,0,0,0,0,0,341,34,0.1,341,123,0.361,0.361,0,0,0,0,0,0,NGA0011LF,"Engelbrecht et al., 2003",Journal,2003,,,IgG4 antibodies specific for recombinant W.b antigen SXP1 were analysed,OK,Yes,Yes,1,NGA0011LF,0,0,0.3620017469,24.3,1359,7673,20,0,0,1,0,0,0
165,3451,LF3451NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Kaduna,2224,Malunfashi,Malunfashi,NGP021027000000000000,NGP021027000000000000,Health,Location,Masari,Masari,1,,11.633333,7.683333,AFRO,Preintervention,No,No,before 2000,1978,1978,,0,Mapping Survey,Parasitological,Blood smear,40,0,20,Day Provocative/Night,Wuchereria bancrofti,M/F,Adults/Children,0,0,509,149,0.293,0,0,0,0,0,0,0,0,96,29,0.302,0.302,0,0,0,0,0,0,NGA0002LF,"Wijeyaratne et al., 1982",Journal,1982,,Merge data for concentration methods plus 20 mm smear,Evaluation of DEC provocative test vs night blood examination,OK,Yes,Yes,1,NGA0002LF,1978,1978,0.5690310001,25.3,954,5044,14,-1.22758267,1,0,0,0,0
166,3452,LF3452NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Kaduna,2224,Malunfashi,Malunfashi,NGP021027000000000000,NGP021027000000000000,Health,Location,Yaba,Yaba,1,,11.816667,7.566667,AFRO,Preintervention,No,No,before 2000,1978,1978,,0,Mapping Survey,Parasitological,Blood smear,40,0,20,Day Provocative/Night,Wuchereria bancrofti,M/F,Adults/Children,0,0,338,86,0.254,0,0,0,0,0,0,0,0,67,13,0.194,0.254,0,0,0,0,0,0,NGA0002LF,"Wijeyaratne et al., 1982",Journal,1982,,Merge data for concentration methods plus 20 mm smear,Evaluation of DEC provocative test vs night blood examination,OK,Yes,Yes,1,NGA0002LF,1978,1978,0.6288449764,25.3,919,4849,20,-1.370421012,0,1,0,0,0
167,3453,LF3453NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Cross river,2217,Ugep North Yakurr,Ugep North Yakurr,NGP009002000000000000,NGP009002000000000000,Health,Location,Idomi,Idomi,1,,5.7578,8.0901,AFRO,Preintervention,No,No,after 2000,2009,2009,March/August,0,Mapping Survey,Clinical/Parasitological,Clinical/Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults/Children,1,80,221,9,0.041,126,2,0,0,0,0,0,0,0,0,0,0.041,93,0,221,0,0,0,NGA0028LF,"Iboh et al., 2012",Journal,2012,,as microfilarial density was measured by 50 ?l we have multiply by 20 this value,,OK,Yes,Yes,1,NGA0028LF,2009,2009,0.3335628808,27.1,2150,13206,30,-3.194183212,0,1,0,0,0
168,3454,LF3454NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Cross river,2217,Biase,Biase,NGP009014000000000000,NGP009014000000000000,Health,Location,Ijom,Ijom,1,,5.787384,7.997355,AFRO,Preintervention,No,No,after 2000,2009,2009,March/August,0,Mapping Survey,Clinical/Parasitological,Clinical/Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults/Children,1,80,151,10,0.066,128,2,0,0,0,0,0,0,0,0,0,0.066,64,0,151,1,0,0,NGA0028LF,"Iboh et al., 2012",Journal,2012,,as microfilarial density was measured by 50 ?l we have multiply by 20 this value,,OK,Yes,Yes,1,NGA0028LF,2009,2009,0.4792666733,27.3,2091,12824,30,-2.718100537,0,1,0,0,0
169,3455,LF3455NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Cross river,2217,Ugep South Abi,Ugep South Abi,NGP009006000000000000,NGP009006000000000000,Health,Location,Lekpankom,Lekpankom,1,,5.88625,8.02063,AFRO,Preintervention,No,No,after 2000,2009,2009,March/August,0,Mapping Survey,Clinical/Parasitological,Clinical/Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults/Children,1,80,224,13,0.058,94,2,0,0,0,0,0,0,0,0,0,0.058,80,0,224,0,0,0,NGA0028LF,"Iboh et al., 2012",Journal,2012,,as microfilarial density was measured by 50 ?l we have multiply by 20 this value,,OK,Yes,Yes,1,NGA0028LF,2009,2009,0.6701743007,27.4,2055,12515,110,-2.847312268,0,0,0,1,0
170,3456,LF3456NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Cross river,2217,Ugep North Yakurr,Ugep North Yakurr,NGP009002000000000000,NGP009002000000000000,Health,Location,Ntankpo,Nkankpo,2,,5.822869,8.08474,AFRO,Preintervention,No,No,after 2000,2009,2009,March/August,0,Mapping Survey,Clinical/Parasitological,Clinical/Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults/Children,1,80,189,16,0.085,96,2,0,0,0,0,0,0,0,0,0,0.085,80,0,189,1,0,0,NGA0028LF,"Iboh et al., 2012",Journal,2012,,as microfilarial density was measured by 50 ?l we have multiply by 20 this value,,OK,Yes,Yes,1,NGA0028LF,2009,2009,0.3224942684,27,2120,13014,30,-2.465104022,0,1,0,0,0
171,3457,LF3457NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Edo,2219,,,,,Health,Location,Benin city,Benin city,1,,6.33394,5.6245,AFRO,Preintervention,No,No,before 2000,1965,1965,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults/Children,0,0,93,2,0.022,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,NGA0001LF,"Sasa, 1976",Book,1976,,,Data collated from Ngu & Folami (1965),OK,Yes,Yes,1,NGA0001LF,1965,1965,0.0809594244,26.1,2018,12620,190,-3.816712826,0,0,0,0,0
172,3458,LF3458NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Cross river,2217,Calabar Municipal,Calabar Municipal,NGP009003000000000000,NGP009003000000000000,Health,Location,Edim Otop,Edim Otop,1,Urban,4.965955,8.355924,AFRO,Preintervention,No,No,after 2000,2009,2009,April/November,0,Mapping Survey,Parasitological/Serological,Filtration/ICT,0,100,1500,Night,Wuchereria bancrofti,M/F,Adults,15,55,0,0,0,0,0,222,0,0,222,38,0.171,0,0,0,0.171,0,0,0,0,0,0,NGA0030LF,Ekanem et al. 2011,Journal,2011,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0030LF,2009,2009,0.1144042462,26.2,2765,17869,40,0,0,0,1,0,0
173,3459,LF3459NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Rivers,65708,Emuoha,Emuoha,NGP033023000000000000,NGP033023000000000000,Health,Location,Ogbakiri,Ogbakiri,1,,4.79401,6.91389,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Clinical/Parasitological,Clinical/Blood smear,50,0,0,Night,Wuchereria bancrofti,M/F,Adults/Children,1,99,1486,100,0.067,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0,1486,55,0,0,NGA0031LF,"Uttah et al., 2004",Journal,2004,NGA0029LF,"Six neighbouring communities were selected for the study namely, Oduoha, Rumuoro, Ahai,
Rumuada, Okporoworo, and Rumuakani.
","Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0031LF,0,0,0.0737152547,26.5,2589,16585,40,-2.70306266,0,0,1,0,0
174,3460,LF3460NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo,2222,Okigwe,Okigwe,NGP017014000000000000,NGP017014000000000000,Health,Location,Umuowaibu 1 and Ndiorji,Ndji Orji,3,,5.50279,7.78477,AFRO,Preintervention,No,No,after 2000,2006,2006,,0,Mapping Survey,Clinical/Parasitological,Clinical/Blood smear,50,0,0,Night,Wuchereria bancrofti,M/F,Adults/Children,1,99,0,0,0.043,0,0,0,0,0,0,0,0,0,0,0,0.043,498,36,953,10,953,70,NGA0032LF,"Uttah et al., 2011",Journal,2011,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0032LF,2006,2006,0.1884688288,26.8,2183,13669,30,-3.146555163,0,1,0,0,0
175,3461,LF3461NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Bayelsa,65700,Kolokuma/Opokuma,Kolokuma/Opokuma,NGP006003000000000000,NGP006003000000000000,Health,Location,Amassoma,Amassoma,1,Rural,4.96917,6.10972,AFRO,Preintervention,No,No,after 2000,2006,2007,March/April,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults/Children,1,70,780,80,0.103,0,0,0,0,0,0,0,0,0,0,0,0.103,0,0,0,0,0,0,NGA0033LF,"Agi & Ebenezer, 2009",Journal,2009,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0033LF,2006,2007,0.3124015033,26.7,3000,19633,170,-2.273026291,0,0,0,0,1
176,3462,LF3462NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo,2222,Ohaji/Egbema,Ohaji/Egbema,NGP017012000000000000,NGP017012000000000000,Health,Location,Umuapu,Umuakpu,2,,5.25532,6.88349,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults,20,99,100,3,0.03,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,NGA0034LF,"Ajero et al., 2007",Journal,2007,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0034LF,0,0,0.0790334344,26.4,2309,14666,30,-3.506557897,0,1,0,0,0
177,3463,LF3463NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo,2222,Ohaji/Egbema,Ohaji/Egbema,NGP017012000000000000,NGP017012000000000000,Health,Location,Obile,Obike,2,,5.31061,7.12587,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults,20,99,100,1,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,NGA0034LF,"Ajero et al., 2007",Journal,2007,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0034LF,0,0,0.14584966,26.3,2242,14253,20,-4.605170186,0,1,0,0,0
178,3464,LF3464NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo,2222,Ohaji/Egbema,Ohaji/Egbema,NGP017012000000000000,NGP017012000000000000,Health,Location,Ohaba,Ohoba,2,,5.42192,6.88174,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults,20,99,100,2,0.02,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,NGA0034LF,"Ajero et al., 2007",Journal,2007,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0034LF,0,0,0.0652486011,26.5,2260,14303,30,-3.912023005,0,1,0,0,0
179,3465,LF3465NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo,2222,,,,,Health,Location,Obosima,Obosima,1,,5.43969,6.91427,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults,20,99,100,1,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,NGA0034LF,"Ajero et al., 2007",Journal,2007,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0034LF,0,0,0.0652486011,26.5,2253,14295,30,-4.605170186,0,1,0,0,0
180,3466,LF3466NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo,2222,,,,,Health,Location,Oboama,Oboama,1,,5.466667,7.266667,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults,20,99,100,4,0.04,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,NGA0034LF,"Ajero et al., 2007",Journal,2007,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0034LF,0,0,0.1848443002,26.1,2183,13904,130,-3.218875825,0,0,0,1,0
181,3467,LF3467NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo,2222,Ikeduru,Ikeduru,NGP017007000000000000,NGP017007000000000000,Health,Location,Umuebem,Umuelem,2,,6.45938,7.0135,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults,20,99,100,4,0.04,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,NGA0034LF,"Ajero et al., 2007",Journal,2007,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0034LF,0,0,0.254065305,27.4,1654,9981,110,-3.218875825,0,0,0,1,0
182,3468,LF3468NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo,2222,Owerri west,Owerri west,NGP017004000000000000,NGP017004000000000000,Health,Location,Obinze,Obinze,1,,5.40873,6.95961,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults,20,99,100,4,0.04,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,NGA0034LF,"Ajero et al., 2007",Journal,2007,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0034LF,0,0,0.0507437177,26.5,2252,14280,30,-3.218875825,0,1,0,0,0
183,3469,LF3469NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo,2222,,,,,Health,Location,Aga,Aga,1,,5.48,6.73,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults,20,99,100,8,0.08,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,NGA0034LF,"Ajero et al., 2007",Journal,2007,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0034LF,0,0,0.015238395,26.7,2269,14315,40,-2.525728644,0,0,1,0,0
184,3470,LF3470NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo/Anambra,2222,,,,,Health,Location,Nzorom,Nzerem,2,,5.70535,7.31424,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults,20,99,100,12,0.12,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,NGA0034LF,"Ajero et al., 2007",Journal,2007,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0034LF,0,0,0.267770052,26.6,2079,13034,120,-2.120263536,0,0,0,1,0
185,3471,LF3471NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo,2222,Oru East,,,,Health,Location,Ubachima,Ubachima,1,,5.705575,6.960153,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults,20,99,100,7,0.07,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,NGA0034LF,"Ajero et al., 2007",Journal,2007,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0034LF,0,0,0.1259569973,26.3,2121,13438,130,-2.659260037,0,0,0,1,0
